angle,resolution,TGPL,TGP,TGPLM,TGPH,TGPLMH,TG,TGPLH,GP,P,TPL,TPH,PL,G,TGPM,TGPMH,GPL,TP,T,TGBP,TPLH,GW,W,PH,TPLM,TGWP,TPLMH,TPMH,TGW,TGB,GB,B,GBP,TGBWP,GPH,TPM,TGBPL,PM,PLH,TGWPL,PLM,GPLM,GPM,BW,TGBW,WP,GWP,GPLH,L,TGBWPL,PLMH,BP,PMH,GBW,TGBPLMH,TW,GBWP,GPLMH,TGBPLM,H,TGBWPLMH,TGBPH,TGL,TWP,TGWPLM,TBP,TGBWPLM,GPMH,M,TGBPM,BWP,TGWPH,WPL,GBPL,TGWPLMH,TGBPLH,GWPL,TB,TGH,TGBWPM,TGBWPH,TWPL,TBWP,BPL,TGWPLH,TBPL,TGBWPLH,TBW,TGWPM,GBPM,TGBPMH,GBPH,GL,WL,GBWPL,WPH,TL,GWPH,TGM,TGBL,TH,LH,TBPH,TWPH,TBWPL,TGWL,GH,BWPL,BL,LM,TGWPMH,TBPM,TGLM,GBL,BPH,GBWPM,GBPLM,BPM,GBWPH,GM,TGBWPMH,TGBWL,GWPLH,TBPLM,GWPM,WPM,TBL,MH,GWPLM,TM,TBPLH,TWPLH,TBWPM,WPLH,TWPLM,TGLH,BWPM,WPLM,TGBH,TGMH,GBWL,GBPLH,BWL,LMH,TBPMH,GBWM,WH,BPLM,GBWPLM,TWPM,GBPMH,TGBM,GBH,TBWPH,TBPLMH,TLH,BWPH,TGWM,TBWPLM,TBWPLH,TGLMH,GLH,GWL,GBM,TWL,GBPLMH,TLM,BH,TGBWM,TLMH,TGBWH,BPLH,GLM,GWPMH,GBWPLH,BM,GWH,GWPLMH,BPMH,BWPLM,TGWH,TMH,BWM,GLMH,TBWPLMH,BPLMH,WPMH,TGBLM,BWPLH,WPLMH,GBWPMH,GMH,GWM,TBWL,TBH,TGWLH,TWPLMH,TGWMH,TWPMH,TWM,GBWPLMH,TGWLM,TBWPMH,TGBLH,GWLH,TBM,BMH,GBWH,TGBWLH,TBLM,WLH
140,40,148577,59935,32915,26639,11361,22217,12939,13286,11785,11786,11781,9415,9288,9091,6796,5667,5730,6145,4608,6003,4274,4427,4485,5136,3280,4418,3645,2644,2930,2946,2375,2225,1059,2128,1809,968,1565,1858,660,1422,1343,1030,1052,863,868,832,907,635,151,812,691,601,507,10,555,382,572,81,290,NA,189,325,304,31,302,10,271,258,123,184,57,178,214,NA,40,148,159,109,36,10,86,88,101,9,86,1,80,41,41,19,42,48,45,30,43,36,22,35,35,26,19,38,15,20,20,9,11,19,15,1,22,14,12,16,10,11,14,2,8,NA,8,4,4,11,6,5,4,7,3,5,2,5,3,1,6,5,3,6,2,4,1,4,2,4,3,4,4,NA,1,1,4,3,1,NA,1,1,2,1,1,2,1,2,2,1,NA,NA,2,NA,3,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,40,148484,59974,32589,26634,11309,22423,12840,13460,11686,11705,11727,9521,9264,9154,6821,5798,5777,6171,4566,6016,4209,4457,4474,5189,3215,4485,3608,2676,2950,2906,2430,2194,1034,2055,1775,972,1597,1882,670,1477,1340,1029,1012,892,884,815,931,636,144,807,708,646,529,12,547,410,539,82,269,NA,181,317,315,26,312,7,298,267,130,187,62,185,185,1,24,156,153,109,36,11,82,82,90,7,91,1,84,40,45,17,37,43,49,32,36,28,28,34,41,24,18,29,20,21,24,19,15,24,10,NA,26,8,14,12,15,8,12,5,9,NA,8,4,6,9,10,6,4,6,5,3,1,8,2,1,4,2,4,4,3,5,4,5,3,4,1,4,3,3,1,2,3,4,NA,NA,NA,1,3,1,1,2,1,2,NA,3,NA,2,1,1,1,2,2,1,NA,NA,3,2,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,40,148579,59887,32168,26590,10773,22302,12630,13519,11832,11864,11976,9630,9357,9280,6755,5782,5873,6289,4551,6061,4302,4353,4543,5265,3251,4498,3550,2632,2935,2877,2491,2167,1058,2122,1806,963,1595,1830,594,1439,1385,1046,1051,898,872,843,988,670,153,836,669,639,529,9,543,396,590,78,265,NA,196,301,304,34,320,8,291,268,133,178,60,178,190,NA,27,151,153,113,33,8,103,88,80,7,87,1,73,31,43,13,44,44,44,30,35,33,28,24,34,25,21,27,18,17,17,16,13,23,11,3,16,13,8,15,8,12,13,4,12,NA,5,2,2,7,7,5,1,5,6,3,1,3,2,2,5,5,6,1,1,4,2,2,NA,4,4,1,8,1,2,2,3,5,1,NA,1,1,4,NA,NA,1,NA,3,2,2,NA,1,NA,NA,2,1,1,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
170,40,148007,60032,31669,26561,10555,22419,12276,13717,11908,12140,12100,9661,9379,9305,6624,5962,6104,6334,4545,5993,4301,4412,4657,5314,3225,4372,3570,2689,2929,2960,2490,2141,1011,2101,1879,914,1657,1887,581,1493,1368,1023,1017,870,871,842,987,725,143,788,714,679,529,7,540,402,542,76,280,NA,182,358,309,30,331,2,306,284,118,160,55,177,198,NA,21,131,162,117,28,10,90,80,80,5,81,NA,79,39,48,12,39,47,43,32,43,30,21,34,40,32,22,25,14,16,17,18,16,17,11,1,18,15,14,17,12,14,11,6,9,NA,7,4,9,15,6,11,4,1,8,6,2,3,1,4,3,3,4,7,4,3,3,1,2,4,4,2,2,1,1,1,5,3,1,NA,NA,1,2,1,1,3,NA,NA,3,2,NA,NA,NA,1,1,1,NA,2,NA,1,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,40,147620,60142,30979,26193,10042,22626,11963,13723,12366,12432,12286,9909,9643,9380,6539,6186,6129,6490,4466,6017,4236,4464,4848,5364,3078,4225,3595,2603,2873,2964,2442,2144,956,2132,1969,885,1621,1903,586,1540,1480,1047,1012,843,870,825,986,735,133,801,667,656,538,10,535,384,571,79,313,NA,173,357,320,25,316,6,295,291,112,169,48,176,206,NA,21,133,187,123,27,7,89,90,96,4,88,1,73,40,49,12,41,44,45,26,36,29,25,33,35,18,29,33,17,18,15,19,13,23,12,2,22,12,10,11,8,9,12,4,14,NA,6,5,5,7,11,7,6,4,3,4,1,1,NA,2,1,4,3,6,2,6,1,2,2,5,2,5,2,3,1,NA,2,4,2,2,1,2,NA,1,1,1,NA,3,2,3,NA,1,1,NA,3,2,1,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30,239930,105389,34378,37380,7195,45613,11771,29094,30935,32374,27256,24738,22948,17068,7332,18553,19536,16149,4997,9366,6627,8110,13660,10842,3348,4851,6829,3638,4405,5756,5074,3327,854,5292,6699,709,4140,4274,404,3936,3638,2636,1598,974,1349,1108,1931,2613,71,1312,1363,1693,781,4,1033,455,916,45,1415,NA,120,1190,531,14,565,1,770,855,105,255,41,225,230,NA,12,152,325,455,20,3,103,108,153,3,117,1,135,24,63,8,53,146,63,27,42,162,26,121,53,120,116,30,13,16,26,84,16,35,70,NA,18,55,32,25,10,12,26,2,39,NA,6,5,11,8,8,6,34,5,27,1,1,3,NA,3,24,6,3,4,18,7,1,3,17,2,3,4,4,1,3,1,6,6,2,1,14,2,4,1,NA,4,8,3,3,3,NA,6,3,3,5,NA,1,4,NA,1,2,1,NA,3,NA,1,3,1,3,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
10,30,242594,105297,36024,38288,7631,45243,12474,28567,30037,31755,26835,24183,22375,17317,7565,17587,18874,15705,5215,9550,6721,8075,13214,10868,3406,5093,6813,3726,4478,5684,4988,3397,881,5110,6288,726,4114,4189,446,3846,3649,2511,1613,1014,1390,1183,1945,2415,92,1405,1431,1728,768,3,1014,479,907,44,1405,NA,128,1158,531,16,571,2,745,821,92,251,31,234,237,NA,16,148,331,417,21,2,94,121,138,3,108,1,142,29,64,9,64,142,64,36,41,151,25,108,59,115,125,38,17,14,27,76,17,34,64,NA,26,46,35,27,11,12,18,3,38,NA,5,5,7,11,6,5,25,3,22,5,3,4,1,3,21,3,2,7,19,3,NA,4,13,1,3,5,6,NA,5,1,9,4,1,NA,15,4,4,1,1,7,4,3,5,2,NA,6,7,2,4,1,NA,2,NA,NA,3,1,NA,3,NA,NA,2,1,2,NA,1,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
20,30,244373,105429,37159,38504,7952,44851,12879,28206,29616,30941,26715,23844,22238,17370,7665,17082,18385,15492,5300,9604,6765,8084,12984,10865,3523,5130,6733,3776,4529,5783,4907,3403,916,5089,6230,762,3938,4155,495,3799,3612,2449,1631,1038,1368,1163,1923,2411,106,1371,1399,1673,779,4,1016,433,936,56,1435,NA,137,1089,512,18,581,3,692,812,102,251,41,242,258,NA,17,162,332,441,21,4,91,121,153,6,121,1,144,32,63,9,53,132,63,30,42,138,22,119,57,119,120,34,10,10,36,74,15,35,61,2,22,58,32,25,17,16,21,3,30,NA,5,2,4,8,11,8,26,3,18,2,1,3,NA,4,20,4,3,9,18,7,3,3,20,6,4,8,8,NA,4,NA,8,7,NA,1,6,2,4,NA,NA,5,6,3,3,3,NA,10,3,1,4,2,NA,2,NA,NA,2,2,NA,4,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
30,30,245040,105481,37773,38829,8239,44871,13087,27862,29368,30904,26583,23821,22187,17235,7743,16677,18172,15445,5361,9676,6768,8095,12809,10612,3493,5184,6668,3765,4541,5635,4917,3436,926,5053,6277,763,3915,4064,501,3697,3580,2471,1635,1032,1388,1190,1921,2352,99,1366,1384,1633,778,7,1039,480,938,48,1459,NA,137,1076,532,13,583,1,699,801,105,251,37,238,265,NA,14,178,356,414,25,4,87,109,145,5,119,NA,144,31,75,10,52,145,62,33,38,126,26,123,58,148,133,44,13,21,26,78,22,34,80,1,26,45,28,22,12,15,28,7,28,NA,4,2,9,16,10,8,24,6,19,2,2,2,2,2,21,4,4,7,19,8,1,4,14,5,2,6,6,1,4,3,8,6,1,1,11,1,4,NA,1,5,9,1,4,6,NA,5,5,2,5,NA,1,4,NA,1,3,2,NA,2,NA,2,1,2,2,NA,1,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,30,245332,105389,37965,39002,8293,44874,13290,28094,29181,30955,26656,23327,22072,17171,7935,16767,17891,15345,5373,9675,6754,8111,12690,10655,3589,5155,6689,3787,4515,5611,4903,3462,886,5029,6167,819,3901,4169,530,3686,3597,2467,1618,1090,1401,1141,1916,2357,96,1345,1333,1638,790,3,1000,462,929,48,1423,NA,148,1067,520,20,586,5,717,802,107,267,40,231,256,NA,21,165,324,398,26,2,89,129,156,5,114,1,157,23,62,10,61,158,61,33,42,109,27,121,55,100,125,33,14,19,30,68,17,29,73,2,29,51,35,24,12,16,27,2,32,NA,8,4,4,10,9,8,28,4,22,2,NA,2,3,NA,17,5,5,6,21,6,1,1,15,1,6,6,3,1,5,NA,5,6,2,NA,7,1,3,1,NA,7,5,1,4,2,NA,3,6,1,4,1,1,5,NA,NA,1,1,NA,2,NA,2,4,NA,4,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
50,30,245062,105270,37666,39206,8401,45056,13303,28160,29149,30863,26586,23475,22103,17288,7931,16815,17668,15320,5382,9807,6780,8102,12698,10779,3607,5297,6795,3735,4467,5622,4887,3438,980,4986,6077,765,3994,4170,522,3760,3495,2434,1636,1054,1393,1194,1918,2351,101,1376,1355,1684,762,5,1061,484,951,43,1267,NA,133,1086,507,19,580,2,743,760,110,279,44,252,276,NA,11,158,321,411,31,4,85,121,160,3,114,1,137,36,65,9,58,124,71,35,36,125,25,112,57,113,102,40,17,22,28,48,16,32,57,1,25,65,33,26,12,12,26,3,32,NA,4,3,2,8,10,7,28,3,19,1,NA,3,1,2,18,3,1,7,21,5,1,4,13,2,2,7,6,2,4,NA,8,5,1,NA,7,NA,4,1,NA,6,5,4,5,2,1,6,7,2,6,2,NA,3,NA,NA,2,1,NA,2,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
60,30,244992,105215,37338,39051,8345,44931,13195,28312,29226,30859,26573,23603,22081,17122,7980,16873,17828,15461,5405,10035,6804,8043,12678,10836,3609,5222,6859,3770,4511,5676,4926,3421,909,5032,6136,776,3943,4257,495,3640,3545,2477,1620,1062,1417,1140,1919,2347,95,1397,1336,1705,768,6,1019,502,962,49,1216,NA,146,1104,489,15,577,2,730,768,108,233,38,236,246,NA,17,165,331,413,25,4,105,125,125,5,115,1,142,33,71,8,56,141,66,24,42,137,26,106,59,114,100,25,18,20,25,80,19,41,68,2,28,55,33,27,10,12,25,4,28,NA,7,3,6,7,11,10,26,4,19,2,NA,4,5,3,12,4,4,9,19,5,2,3,14,3,4,6,4,1,4,1,7,6,1,NA,7,2,5,NA,1,11,9,NA,4,3,NA,3,4,1,5,3,1,6,1,NA,1,1,NA,3,2,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,30,243775,105254,36716,38912,8135,45133,12824,28473,29507,31375,26780,23942,22182,17277,7903,17141,18130,15479,5357,9643,6763,8092,12841,10878,3523,5183,6860,3742,4506,5681,4982,3413,898,5055,6201,741,4035,4239,491,3767,3516,2452,1583,1038,1391,1146,1904,2404,85,1413,1337,1680,798,7,1055,490,957,41,1200,NA,127,1178,535,16,583,4,736,783,110,279,47,240,252,NA,21,178,350,401,29,3,104,128,146,2,117,1,140,36,58,10,51,128,68,16,47,135,28,127,46,113,101,38,11,14,23,69,10,41,71,NA,17,50,34,26,8,16,22,2,44,NA,6,3,5,9,13,7,19,3,25,3,1,5,1,3,22,5,4,9,16,7,2,1,10,3,4,9,3,1,2,1,4,6,NA,1,9,NA,6,NA,NA,5,8,2,4,4,NA,7,7,3,2,1,NA,7,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
80,30,242274,105430,35687,38212,7797,45492,12343,28732,29919,31907,26976,24143,22473,17240,7665,17768,18692,15680,5232,9536,6732,8147,13125,10860,3492,5113,6783,3733,4474,5695,4979,3359,859,5194,6317,716,4081,4304,442,3763,3660,2505,1606,1031,1362,1192,1934,2430,96,1389,1394,1724,753,3,1004,475,910,44,1276,NA,136,1162,504,14,580,3,762,829,106,232,44,234,236,NA,14,176,325,442,33,3,91,133,150,5,97,NA,125,26,60,11,50,150,70,37,42,155,21,110,64,113,106,28,11,18,24,90,13,31,60,3,22,65,33,22,7,14,26,2,32,NA,7,2,8,6,8,6,22,3,20,1,2,2,3,7,14,4,1,5,20,7,1,3,15,1,6,7,6,1,3,1,6,9,2,NA,13,3,2,NA,1,8,5,3,6,2,1,4,4,2,3,NA,1,5,NA,NA,NA,1,NA,1,1,1,3,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,30,239930,105389,34378,37380,7195,45613,11771,29094,30935,32374,27256,24738,22948,17068,7332,18553,19536,16149,4997,9366,6627,8110,13660,10842,3348,4851,6829,3638,4405,5756,5074,3327,854,5292,6699,709,4140,4274,404,3936,3638,2636,1598,974,1349,1108,1931,2613,71,1312,1363,1693,781,4,1033,455,916,45,1415,NA,120,1190,531,14,565,1,770,855,105,255,41,225,230,NA,12,152,325,455,20,3,103,108,153,3,117,1,135,24,63,8,53,146,63,27,42,162,26,121,53,120,116,30,13,16,26,84,16,35,70,NA,18,55,32,25,10,12,26,2,39,NA,6,5,11,8,8,6,34,5,27,1,1,3,NA,3,24,6,3,4,18,7,1,3,17,2,3,4,4,1,3,1,6,6,2,1,14,2,4,1,NA,4,8,3,3,3,NA,6,3,3,5,NA,1,4,NA,1,2,1,NA,3,NA,1,3,1,3,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
100,30,242594,105297,36024,38288,7631,45243,12474,28567,30037,31755,26835,24183,22375,17317,7565,17587,18874,15705,5215,9550,6721,8075,13214,10868,3406,5093,6813,3726,4478,5684,4988,3397,881,5110,6288,726,4114,4189,446,3846,3649,2511,1613,1014,1390,1183,1945,2415,92,1405,1431,1728,768,3,1014,479,907,44,1405,NA,128,1158,531,16,571,2,745,821,92,251,31,234,237,NA,16,148,331,417,21,2,94,121,138,3,108,1,142,29,64,9,64,142,64,36,41,151,25,108,59,115,125,38,17,14,27,76,17,34,64,NA,26,46,35,27,11,12,18,3,38,NA,5,5,7,11,6,5,25,3,22,5,3,4,1,3,21,3,2,7,19,3,NA,4,13,1,3,5,6,NA,5,1,9,4,1,NA,15,4,4,1,1,7,4,3,5,2,NA,6,7,2,4,1,NA,2,NA,NA,3,1,NA,3,NA,NA,2,1,2,NA,1,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
110,30,244373,105429,37159,38504,7952,44851,12879,28206,29616,30941,26715,23844,22238,17370,7665,17082,18385,15492,5300,9604,6765,8084,12984,10865,3523,5130,6733,3776,4529,5783,4907,3403,916,5089,6230,762,3938,4155,495,3799,3612,2449,1631,1038,1368,1163,1923,2411,106,1371,1399,1673,779,4,1016,433,936,56,1435,NA,137,1089,512,18,581,3,692,812,102,251,41,242,258,NA,17,162,332,441,21,4,91,121,153,6,121,1,144,32,63,9,53,132,63,30,42,138,22,119,57,119,120,34,10,10,36,74,15,35,61,2,22,58,32,25,17,16,21,3,30,NA,5,2,4,8,11,8,26,3,18,2,1,3,NA,4,20,4,3,9,18,7,3,3,20,6,4,8,8,NA,4,NA,8,7,NA,1,6,2,4,NA,NA,5,6,3,3,3,NA,10,3,1,4,2,NA,2,NA,NA,2,2,NA,4,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
120,30,245040,105481,37773,38829,8239,44871,13087,27862,29368,30904,26583,23821,22187,17235,7743,16677,18172,15445,5361,9676,6768,8095,12809,10612,3493,5184,6668,3765,4541,5635,4917,3436,926,5053,6277,763,3915,4064,501,3697,3580,2471,1635,1032,1388,1190,1921,2352,99,1366,1384,1633,778,7,1039,480,938,48,1459,NA,137,1076,532,13,583,1,699,801,105,251,37,238,265,NA,14,178,356,414,25,4,87,109,145,5,119,NA,144,31,75,10,52,145,62,33,38,126,26,123,58,148,133,44,13,21,26,78,22,34,80,1,26,45,28,22,12,15,28,7,28,NA,4,2,9,16,10,8,24,6,19,2,2,2,2,2,21,4,4,7,19,8,1,4,14,5,2,6,6,1,4,3,8,6,1,1,11,1,4,NA,1,5,9,1,4,6,NA,5,5,2,5,NA,1,4,NA,1,3,2,NA,2,NA,2,1,2,2,NA,1,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,30,245332,105389,37965,39002,8293,44874,13290,28094,29181,30955,26656,23327,22072,17171,7935,16767,17891,15345,5373,9675,6754,8111,12690,10655,3589,5155,6689,3787,4515,5611,4903,3462,886,5029,6167,819,3901,4169,530,3686,3597,2467,1618,1090,1401,1141,1916,2357,96,1345,1333,1638,790,3,1000,462,929,48,1423,NA,148,1067,520,20,586,5,717,802,107,267,40,231,256,NA,21,165,324,398,26,2,89,129,156,5,114,1,157,23,62,10,61,158,61,33,42,109,27,121,55,100,125,33,14,19,30,68,17,29,73,2,29,51,35,24,12,16,27,2,32,NA,8,4,4,10,9,8,28,4,22,2,NA,2,3,NA,17,5,5,6,21,6,1,1,15,1,6,6,3,1,5,NA,5,6,2,NA,7,1,3,1,NA,7,5,1,4,2,NA,3,6,1,4,1,1,5,NA,NA,1,1,NA,2,NA,2,4,NA,4,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
140,30,245062,105270,37666,39206,8401,45056,13303,28160,29149,30863,26586,23475,22103,17288,7931,16815,17668,15320,5382,9807,6780,8102,12698,10779,3607,5297,6795,3735,4467,5622,4887,3438,980,4986,6077,765,3994,4170,522,3760,3495,2434,1636,1054,1393,1194,1918,2351,101,1376,1355,1684,762,5,1061,484,951,43,1267,NA,133,1086,507,19,580,2,743,760,110,279,44,252,276,NA,11,158,321,411,31,4,85,121,160,3,114,1,137,36,65,9,58,124,71,35,36,125,25,112,57,113,102,40,17,22,28,48,16,32,57,1,25,65,33,26,12,12,26,3,32,NA,4,3,2,8,10,7,28,3,19,1,NA,3,1,2,18,3,1,7,21,5,1,4,13,2,2,7,6,2,4,NA,8,5,1,NA,7,NA,4,1,NA,6,5,4,5,2,1,6,7,2,6,2,NA,3,NA,NA,2,1,NA,2,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
150,30,244992,105215,37338,39051,8345,44931,13195,28312,29226,30859,26573,23603,22081,17122,7980,16873,17828,15461,5405,10035,6804,8043,12678,10836,3609,5222,6859,3770,4511,5676,4926,3421,909,5032,6136,776,3943,4257,495,3640,3545,2477,1620,1062,1417,1140,1919,2347,95,1397,1336,1705,768,6,1019,502,962,49,1216,NA,146,1104,489,15,577,2,730,768,108,233,38,236,246,NA,17,165,331,413,25,4,105,125,125,5,115,1,142,33,71,8,56,141,66,24,42,137,26,106,59,114,100,25,18,20,25,80,19,41,68,2,28,55,33,27,10,12,25,4,28,NA,7,3,6,7,11,10,26,4,19,2,NA,4,5,3,12,4,4,9,19,5,2,3,14,3,4,6,4,1,4,1,7,6,1,NA,7,2,5,NA,1,11,9,NA,4,3,NA,3,4,1,5,3,1,6,1,NA,1,1,NA,3,2,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,30,243775,105254,36716,38912,8135,45133,12824,28473,29507,31375,26780,23942,22182,17277,7903,17141,18130,15479,5357,9643,6763,8092,12841,10878,3523,5183,6860,3742,4506,5681,4982,3413,898,5055,6201,741,4035,4239,491,3767,3516,2452,1583,1038,1391,1146,1904,2404,85,1413,1337,1680,798,7,1055,490,957,41,1200,NA,127,1178,535,16,583,4,736,783,110,279,47,240,252,NA,21,178,350,401,29,3,104,128,146,2,117,1,140,36,58,10,51,128,68,16,47,135,28,127,46,113,101,38,11,14,23,69,10,41,71,NA,17,50,34,26,8,16,22,2,44,NA,6,3,5,9,13,7,19,3,25,3,1,5,1,3,22,5,4,9,16,7,2,1,10,3,4,9,3,1,2,1,4,6,NA,1,9,NA,6,NA,NA,5,8,2,4,4,NA,7,7,3,2,1,NA,7,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
170,30,242274,105430,35687,38212,7797,45492,12343,28732,29919,31907,26976,24143,22473,17240,7665,17768,18692,15680,5232,9536,6732,8147,13125,10860,3492,5113,6783,3733,4474,5695,4979,3359,859,5194,6317,716,4081,4304,442,3763,3660,2505,1606,1031,1362,1192,1934,2430,96,1389,1394,1724,753,3,1004,475,910,44,1276,NA,136,1162,504,14,580,3,762,829,106,232,44,234,236,NA,14,176,325,442,33,3,91,133,150,5,97,NA,125,26,60,11,50,150,70,37,42,155,21,110,64,113,106,28,11,18,24,90,13,31,60,3,22,65,33,22,7,14,26,2,32,NA,7,2,8,6,8,6,22,3,20,1,2,2,3,7,14,4,1,5,20,7,1,3,15,1,6,7,6,1,3,1,6,9,2,NA,13,3,2,NA,1,8,5,3,6,2,1,4,4,2,3,NA,1,5,NA,NA,NA,1,NA,1,1,1,3,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,30,239930,105389,34378,37380,7195,45613,11771,29094,30935,32374,27256,24738,22948,17068,7332,18553,19536,16149,4997,9366,6627,8110,13660,10842,3348,4851,6829,3638,4405,5756,5074,3327,854,5292,6699,709,4140,4274,404,3936,3638,2636,1598,974,1349,1108,1931,2613,71,1312,1363,1693,781,4,1033,455,916,45,1415,NA,120,1190,531,14,565,1,770,855,105,255,41,225,230,NA,12,152,325,455,20,3,103,108,153,3,117,1,135,24,63,8,53,146,63,27,42,162,26,121,53,120,116,30,13,16,26,84,16,35,70,NA,18,55,32,25,10,12,26,2,39,NA,6,5,11,8,8,6,34,5,27,1,1,3,NA,3,24,6,3,4,18,7,1,3,17,2,3,4,4,1,3,1,6,6,2,1,14,2,4,1,NA,4,8,3,3,3,NA,6,3,3,5,NA,1,4,NA,1,2,1,NA,3,NA,1,3,1,3,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
0,20,382110,235746,113479,114910,87350,102698,82862,81999,73949,82731,54877,63108,50657,49938,30826,30688,23467,19228,12192,16515,19161,15399,13391,7703,13244,12624,12121,11581,10885,10513,9232,9514,9805,6564,6841,7140,3422,5521,5284,5388,5184,3768,1005,3495,3785,3265,3292,1400,2816,2624,2455,2524,2229,1990,1749,870,718,1217,1148,1144,1103,914,792,842,621,417,583,244,225,541,426,199,365,312,294,290,260,217,229,157,175,106,98,109,50,107,103,109,97,103,67,88,75,76,71,48,60,54,51,53,39,39,30,28,18,32,28,20,23,16,25,21,18,23,19,10,13,20,14,13,11,3,15,9,9,12,14,10,9,9,9,4,4,7,7,7,2,3,5,5,3,6,2,7,6,4,3,3,1,NA,2,3,3,1,1,1,NA,4,2,3,2,2,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,,,,,,,,,,,,,,,,,,
